Progressivo Consigliere Firmatario;Tipologia Atto;Data Seduta di Consiglio;Oggetto Atto;Num. PG;Anno PG;Data Pubblicazione;Ufficio Proponente;Consigliere Firmatario;Altri Consiglieri Firmatari - Progressivo;Testo
;"Delibera di Consiglio";22/04/2013;"ELIMINAZIONE, IN SEDE DI CONTO CONSUNTIVO 2012, DEI CREDITI RICONOSCIUTI IN TUTTO O IN PARTE INSUSSISTENTI, INESIGIBILI O DI DIFFICILE ESIGIBILITA'.";69225;2013;24/04/2013;"Finanza e Bilancio";;;"http://atti.comune.bologna.it/atti/delibere.nsf/0/0405B68018BC5629C1257B35003B230B?OpenDocument"
;"Delibera di Consiglio";22/04/2013;"INDIZIONE DI ISTRUTTORIA PUBBLICA SUL TEMA 'I SERVIZI EDUCATIVI E SCOLASTICI NELLA CITTA' DI BOLOGNA',  AI SENSI DELL'ART. 12 DELLO STATUTO COMUNALE.";82706;2013;24/04/2013;"Staff del Consiglio Comunale";;;"http://atti.comune.bologna.it/atti/delibere.nsf/0/830554D01C3E01F4C1257B39002F859E?OpenDocument"
;"Delibera di Consiglio";29/04/2013;"NULLA-OSTA AL RILASCIO DI PERMESSO DI COSTRUIRE  IN DEROGA ALLE NORME DEL RUE VIGENTE, RELATIVO ALLA NUOVA COSTRUZIONE DI UNA CABINA  DELL' ENEL IN VIA DEL TERRAPIENO N. 46, AI SENSI DELL'ARTICOLO 15 DELLA L.R. 31/02.";67975;2013;01/05/2013;"Urbanistica - Edilizia";;;"http://atti.comune.bologna.it/atti/delibere.nsf/0/13EFA832934144DAC1257AAE003D9362?OpenDocument"
"33985";"OdG";29/04/2013;"ORDINE DEL GIORNO PER INVITARE IL SINDACO E LA GIUNTA AD ATTIVARE UN TAVOLO PERMANENTE DI CONFRONTO TRA TPER E LE IMPRESE PRODUTTRICI LOCALI DI AUTOMEZZI  PER DISCUTERE DELLE FUTURE LINEE DI SVILUPPO, PRESENTATO DAL CONSIGLIERE PIAZZA ED ALTRI IN DATA 30.11.2012";283924;2012;;"MOVIMENTO 5 STELLE";"PIAZZA MARCO";"BUGANI MASSIMO - 33984";
;"Delibera di Consiglio";29/04/2013;"AUTORIZZAZIONE ALLA SPESA PER L'AVVIO DI UNA PROCEDURA DI GARA UNICA CITTADINA PER L'AFFIDAMENTO DELLA GESTIONE DEL SERVIZIO DI TRASPORTO SCOLASTICO COLLETTIVO A PARTIRE DALL'A.S. 2013-2014 FINO AL TERMINE DELL'A.S. 2019-2020.";76011;2013;01/05/2013;"Area Affari Istituzionali e Quartieri";;;"http://atti.comune.bologna.it/atti/delibere.nsf/0/7DF994E39A91BDCAC1257B360048DD2D?OpenDocument"
;"Delibera di Consiglio";29/04/2013;"INTERPORTO S.P.A.: PROPOSTA DI MODIFICHE STATUTARIE.";76054;2013;01/05/2013;"Partecipazioni societarie";;;"http://atti.comune.bologna.it/atti/delibere.nsf/0/9CCB8C613382DBACC1257B410030085B?OpenDocument"
;"Delibera di Consiglio";29/04/2013;"HERA S.P.A. MODIFICHE STATUTARIE E AUTORIZZAZIONE ACQUISTO AZIONI PROPRIE.";77715;2013;01/05/2013;"Partecipazioni societarie";;;"http://atti.comune.bologna.it/atti/delibere.nsf/0/516F8904F939E4A4C1257B430027F630?OpenDocument"
;"Delibera di Consiglio";29/04/2013;"VARIANTE AL POC E AL RUE VIGENTI PER LA DISCIPLINA DI PARTE DELL' AMBITO IN TRASFORMAZIONE N. 129 BERTALIA-LAZZARETTO (ART. 20 DEL QUADRO NORMATIVO DEL PSC VIGENTE). CONTRODEDUZIONE E RECEPIMENTO ALLE RISERVE FORMULATE DALLA PROVINCIA DI BOLOGNA.  APPROVAZIONE (ART. 34 DELLA LR N. 20/00).";82084;2013;01/05/2013;"Urbanistica - Edilizia";;;"http://atti.comune.bologna.it/atti/delibere.nsf/0/FAD06D7D157BF76AC1257B490030F1C8?OpenDocument"
"33984";"OdG";29/04/2013;"ORDINE DEL GIORNO PER ESPRIMERE LA MASSIMA SOLIDARIETA' AI DUE CARABINIERI FERITI,  CONDANNARE OGNI FORMA DI VIOLENZA ESPRIMENDO ALTRESI' SOLIDARIETA' A TUTTE LE FORZE DELL'ORDINE, PRESENTATO DAL CONSIGLIERE BUGANI ED ALTRI NELLA SEDUTA DEL 29 APRILE 2013 E APPROVATO ALL'UNANIMITA' DEI PRESENTI NEL CORSO DELLA SEDUTA STESSA";99769;2013;;"Segreteria Generale";"BUGANI MASSIMO";"BERNARDINI MANES - 32719","CASTALDINI VALENTINA - 27997","CRITELLI FRANCESCO - 29442","FACCI MICHELE - 32712","LEMBI SIMONA - 32746","PIAZZA MARCO - 33985","SCARANO PAOLA FRANCESCA - 33982";
;"Delibera di Consiglio";06/05/2013;"APPROVAZIONE DEL REGOLAMENTO PER LA DETERMINAZIONE, PER L'ANNO 2013, DELLE ALIQUOTE E DELLA DETRAZIONE PER L'ABITAZIONE PRINCIPALE DELL'IMPOSTA MUNICIPALE PROPRIA (I.M.U.).";66109;2013;08/05/2013;"Entrate";;;"http://atti.comune.bologna.it/atti/delibere.nsf/0/9697852559DE9EC1C1257B34003644C0?OpenDocument"
;"Delibera di Consiglio";06/05/2013;"AUTORIZZAZIONE ALLA RIALLOCAZIONE CONTABILE DELLE RISORSE FINANZIARIE INERENTI  ALL'APPALTO QUINQUENNALE DI MANUTENZIONE DEL PATRIMONIO COMUNALE DI STRADE E SEGNALETICA.PER GLI ANNI 2014-2019. PARZIALE MODIFICAZIONE  DELLA DELIBERAZIONE CONSILIARE P.G.N.282819/2012 - O.D.G. N.11/2013 - DEL 21 GENNAIO 2013 PER IL PERIODO 1 MAGGIO 2018 - 30 APRILE 2019.";94691;2013;08/05/2013;"Infrastrutture e manutenzione";;;"http://atti.comune.bologna.it/atti/delibere.nsf/0/241E9441D2BC9272C1257B55002CE69C?OpenDocument"
"33978";"OdG";06/05/2013;"ORDINE DEL GIORNO PER ESPRIMERE L'OPPORTUNITA' DI VALUTARE L'INSERIMENTO DI CLAUSOLE SOCIALI NEGLI INDIRIZZI DELLA GARA D'APPALTO DI MANUTENZIONE DEL PATRIMONIO COMUNALE DI STRADE E SEGNALETICA, COMPRESO SERVIZIO NEVE, PER GLI ANNI 2014-2019, PRESENTATO DAL CONSIGLIERE ERRANI ED ALTRI NELLA SEDUTA DEL 6 MAGGIO 2013 E APPROVATO NEL CORSO DELLA SEDUTA STESSA";106417;2013;;"Segreteria Generale";"ERRANI FRANCESCO";"CAVIANO PASQUALE - 32714","CIPRIANI LORENZO - 26392","CRITELLI FRANCESCO - 29442","DONDARINI ROLANDO - 7040","GHETTI MAURIZIO - 22034","LAMA ROSSELLA - 32704","MAZZANTI CLAUDIO - 9076","PETRELLA TOMMASO - 9097","SANTI RAFFAELLA - 9181","SAZZINI LORENZO - 33987","TURCI DANIELA - 32708";
;"Delibera di Consiglio";13/05/2013;"AUTORIZZAZIONE ALLA SPESA PER L'AVVIO DI UNA PROCEDURA DI GARA PER L'AFFIDAMENTO DELLA GESTIONE DI CENTRO DI ACCOGLIENZA NOTTURNO PER IL PERIODO OTTOBRE 2013 - SETTEMBRE 2016.";82293;2013;15/05/2013;"Servizi Sociali";;;"http://atti.comune.bologna.it/atti/delibere.nsf/0/BC7B84AF96C13826C1257AEE002A5C65?OpenDocument"
;"Delibera di Consiglio";13/05/2013;"APPROVAZIONE DELLA CONVENZIONE TRIENNALE 2013-2015 TRA IL MINISTERO PER I BENI E LE ATTIVITA' CULTURALI, L'ISTITUTO PER I BENI ARTISTICI, CULTURALI E NATURALI DELLA REGIONE EMILIA-ROMAGNA, L'ALMA MATER STUDIORUM UNIVERSITA' DI BOLOGNA, LA PROVINCIA DI BOLOGNA E IL COMUNE DI BOLOGNA PER LA GESTIONE DEL POLO BIBLIOTECARIO UNIFICATO BOLOGNESE DEL SERVIZIO BIBLIOTECARIO NAZIONALE.";56495;2013;15/05/2013;"Dipartimento Cultura e Scuola";;;"http://atti.comune.bologna.it/atti/delibere.nsf/0/68C61B4596030EE1C1257B270046E609?OpenDocument"
"32712";"OdG";13/05/2013;"ORDINE DEL GIORNO PER INVITARE L'AMMINISTRAZIONE COMUNALE AD OGNI INIZIATIVA ED AZIONE NELLE PROPRIE COMPETENZE, PER RICERCARE UNA SOLUZIONE CHE GARANTISCA AI DIPENDENTI DI  COOPERTONE DI NON PERDERE I PROPRI DIRITTI ED IL PROPRIO POSTO DI LAVORO. PRESENTATO DAL CONSIGLIERE FACCI ED ALTRI IN DATA 6 MAGGIO 2013.";106518;2013;;"POPOLO DELLA LIBERTA'";"FACCI MICHELE";"BUGANI MASSIMO - 33984","CIPRIANI LORENZO - 26392","CRITELLI FRANCESCO - 29442","PIERALISI MIRCO - 33980","SAZZINI LORENZO - 33987";
;"Delibera di Consiglio";20/05/2013;"APPROVAZIONE DEL REGOLAMENTO COMUNALE PER LA DISCIPLINA DELLE ATTIVITA' RUMOROSE TEMPORANEE.";71732;2013;22/05/2013;"Ambiente e Energia";;;"http://atti.comune.bologna.it/atti/delibere.nsf/0/29D94831B6323CE4C1257B3B003CF96B?OpenDocument"
;"Delibera di Consiglio";20/05/2013;"BICENTENARIO DELLA FONDAZIONE DELL'ARMA DEI CARABINIERI. SOSTEGNO ALLA REALIZZAZIONE DI UN MONUMENTO CHE CELEBRI LA RICORRENZA";119237;2013;22/05/2013;"Segreteria Generale";;;"http://atti.comune.bologna.it/atti/delibere.nsf/0/0FAE240C57185969C1257B6D004048B1?OpenDocument"
;"Delibera di Consiglio";27/05/2013;"APPROVAZIONE DEL NUOVO SISTEMA TARIFFARIO PER LA REFEZIONE SCOLASTICA CON QUOTA FISSA MENSILE E A PASTO E DETERMINAZIONE DEL CONTRIBUTO IN LUOGO DELLA REFEZIONE SCOLASTICA - DECORRENZA DALL'A.S. 2013/14. PRESA D'ATTO DEL NUOVO SISTEMA AUTOMATIZZATO DELLE RILEVAZIONE PRESENZE.";97461;2013;29/05/2013;"Istruzione";;;"http://atti.comune.bologna.it/atti/delibere.nsf/0/54ECE018B5B23024C1257B59002061B2?OpenDocument"
;"Delibera di Consiglio";27/05/2013;"MODIFICA DEL TERMINE DI CUI ALL'ART. 16 DEL REGOLAMENTO PER L 'OCCUPAZIONE DI SUOLO PUBBLICO PER SPAZI DI RISTORO ALL'APERTO ANNESSI A LOCALI DI PUBBLICO ESERCIZIO DI SOMMINISTRAZIONE APPROVATO CON DELIBERA CONSILIARE ODG 301/2012 P.G. N. 223063/2012 PER LA PRESENTAZIONE DELLE RICHIESTE DI INSTALLAZIONE DI NUOVI DEHORS O DI MODIFICA DI QUELLI ESISTENTI.";113986;2013;29/05/2013;"Attività Produttive e Commercio";;;"http://atti.comune.bologna.it/atti/delibere.nsf/0/BAA922AC55FD5733C1257B64003146DA?OpenDocument"
;"Delibera di Consiglio";27/05/2013;"AUTORIZZAZIONE DELLA SPESA DI EURO 77.914.067,27. PER IL NUOVO SERVIZIO DI GESTIONE DEGLI IMPIANTI DI ILLUMINAZIONE PUBBLICA, DEI SEMAFORI E DEGLI IMPIANTI TECNOLOGICI A SERVIZIO DEL TUNNEL 'RAVONE'.";111562;2013;29/05/2013;"Infrastrutture e manutenzione";;;"http://atti.comune.bologna.it/atti/delibere.nsf/0/C7E48F5604E86FCAC1257B66002D9CCF?OpenDocument"
;"Delibera di Consiglio";03/06/2013;"APPROVAZIONE DI MODIFICHE AL REGOLAMENTO CHE ISTITUISCE E DISCIPLINA L'IMPOSTA DI SOGGIORNO NEL COMUNE DI BOLOGNA";77204;2013;05/06/2013;"Entrate";;;"http://atti.comune.bologna.it/atti/delibere.nsf/0/7506F6959A06AF77C1257B43003DD857?OpenDocument"
;"Delibera di Consiglio";03/06/2013;"APPROVAZIONE MODIFICHE AL REGOLAMENTO PER L'OCCUPAZIONE DI SUOLO PUBBLICO E PER L'APPLICAZIONE DEL RELATIVO CANONE, APPROVATO CON DELIBERA PG 17044/2004 E SUCCESSIVE MODIFICHE";98992;2013;05/06/2013;"Entrate";;;"http://atti.comune.bologna.it/atti/delibere.nsf/0/CA06D1B2110E4643C1257B5C003C1A89?OpenDocument"
;"Delibera di Consiglio";03/06/2013;"APPROVAZIONE DI MODIFICHE AL REGOLAMENTO SULLE ENTRATE COMUNALI E RELATIVA RISCOSSIONE";99176;2013;05/06/2013;"Entrate";;;"http://atti.comune.bologna.it/atti/delibere.nsf/0/04337C9D5FAA49C2C1257B5C004302DB?OpenDocument"
;"Delibera di Consiglio";03/06/2013;"DEFINIZIONE DELLE PRIORITA' DI INTERVENTI IN CONTO CAPITALE NELLA ATTUALE FASE DI ESERCIZIO PROVVISORIO E CONSEGUENTE ANTICIPAZIONE  DELL'ELENCO ANNUALE DEI LAVORI PUBBLICI PER IL 2013  RELATIVAMENTE AGLI INTERVENTI DI MANUTENZIONE STRAORDINARIA DI STRADE,SEGNALETICA,EDILIZIA,IMPIANTI,CLIMATIZZAZIONE AMBIENTALE E VERDE.";106903;2013;05/06/2013;"Dipartimento Cura e Qualità del Territorio";;;"http://atti.comune.bologna.it/atti/delibere.nsf/0/7D8EFAB291635BACC1257B630049F16B?OpenDocument"
;"Delibera di Consiglio";10/06/2013;"AUTORIZZAZIONE ALLA SPESA PER L'AVVIO DELLE PROCEDURE DI GARA FINALIZZATE ALLA CONCESSIONE DELLA GESTIONE, SENZA RILEVANZA ECONOMICA, CON MODALITA' A BUDGET, DEGLI IMPIANTI E SERVIZI ACCESSORI FACENTI PARTE DEL CENTRO SPORTIVO CAVINA, SITO IN VIA BIANCOLELLI N. 36, PER IL PERIODO 01/01/2014 - 31/12/2022.";112829;2013;12/06/2013;"Quartiere Borgo Panigale";;;"http://atti.comune.bologna.it/atti/delibere.nsf/0/FB3DC5EDF7892BA9C1257B4800325D82?OpenDocument"
;"Delibera di Consiglio";10/06/2013;"APPROVAZIONE REGOLAMENTO DEL NUOVO TRIBUTO SUI RIFIUTI E SUI SERVIZI (T.A.R.E.S.)";109325;2013;12/06/2013;"Entrate";;;"http://atti.comune.bologna.it/atti/delibere.nsf/0/B60E598BFD1E138AC1257B6500447FCD?OpenDocument"
;"Delibera di Consiglio";10/06/2013;"AUTORIZZAZIONE ALLA SPESA PER L'AVVIO DELLE PROCEDURE DI GARA FINALIZZATE ALLA   CONCESSIONE DELLA GESTIONE, SENZA RILEVANZA IMPRENDITORIALE (CON MODALITA' A BUDGET)  DEL CENTRO SPORTIVO COMUNALE BARCA, SITO IN VIA R. SANZIO N. 6-8,  PER IL PERIODO 1/1/2014 - 31/12/2022";114390;2013;12/06/2013;"Quartiere Reno";;;"http://atti.comune.bologna.it/atti/delibere.nsf/0/932FE824D0CA3120C1257B6A0034B3B9?OpenDocument"
"33984";"OdG";10/06/2013;"ORDINE DEL GIORNO PER INVITARE IL SINDACO E LA GIUNTA AD ORGANIZZARE UN CALENDARIO SERALE DI EVENTI IN PIAZZA VERDI E A RAFFORZARE LA PRESENZA SUL POSTO DELLE FORZE DELL'ORDINE, PRESENTATO DAL CONSIGLIERE BUGANI ED ALTRI IN DATA 20.05.2013";123206;2013;;"MOVIMENTO 5 STELLE";"BUGANI MASSIMO";"PIAZZA MARCO - 33985","SANTI RAFFAELLA - 9181";
;"Delibera di Consiglio";10/06/2013;"REGOLAMENTO COMUNALE PER LA DISCIPLINA DELLE ATTIVITA' RUMOROSE TEMPORANEE PARZIALI MODIFICHE ARTT. 8 E 10.";131299;2013;12/06/2013;"Ambiente e Energia";;;"http://atti.comune.bologna.it/atti/delibere.nsf/0/CBDC8DBD3349EC44C1257B7A0045E2B6?OpenDocument"
;"Delibera di Consiglio";20/06/2013;"AREE DA DESTINARE A RESIDENZA, AD ATTIVITA' PRODUTTIVE E TERZIARIO AI SENSI DI LEGGE. DETERMINAZIONE DELLA QUANTITA' E QUALITA' DELLE STESSE E DEI RELATIVI CORRISPETTIVI DI CESSIONE PER L'ANNO 2013. ART. 14 DEL D.L. 28.02.1983 N. 55, CONVERTITO CON MODIFICAZIONI NELLA LEGGE 26.04.1983, N. 131.";120841;2013;22/06/2013;"Patrimonio";;;"http://atti.comune.bologna.it/atti/delibere.nsf/0/ED345327F44E9028C1257AC40045C00B?OpenDocument"
;"Delibera di Consiglio";20/06/2013;"APPROVAZIONE DEL 'PIANO DELLE ALIENAZIONI E VALORIZZAZIONI IMMOBILIARI' PER L'ANNO 2013 AI SENSI DELL'ART. 58 DELLA LEGGE 6 AGOSTO 2008 N. 133 E SUCC. M.E I..";120840;2013;22/06/2013;"Patrimonio";;;"http://atti.comune.bologna.it/atti/delibere.nsf/0/DEA779916A6C2489C1257B410056A772?OpenDocument"
;"Delibera di Consiglio";20/06/2013;"BILANCIO DI PREVISIONE DEL COMUNE PER L'ESERCIZIO 2013, RELAZIONE PREVISIONALE E PROGRAMMATICA E BILANCIO PLURIENNALE 2013 - 2015.";121320;2013;22/06/2013;"Finanza e Bilancio";;;"http://atti.comune.bologna.it/atti/delibere.nsf/0/7D3D7850AD399F6CC1257B5700350608?OpenDocument"
;"Delibera di Consiglio";20/06/2013;"APPROVAZIONE DEL 'PROGRAMMA DEI LAVORI PUBBLICI 2013-2015' PREVISTO DALL'ART. 128 DEL D.LGS 163/2006 E DELL'''ELENCO ANNUALE DEI LAVORI PER IL 2013'";121318;2013;22/06/2013;"Dipartimento Cura e Qualità del Territorio";;;"http://atti.comune.bologna.it/atti/delibere.nsf/0/136FD8EF883A5428C1257B6300369FE7?OpenDocument"
;"Delibera di Consiglio";20/06/2013;"BILANCIO PREVENTIVO A BUDGET DEL COMUNE PER L'ESERCIZIO 2013 PARTE CORRENTE, PROGRAMMI OBIETTIVO DEI QUARTIERI E  PIANO POLIENNALE DEI LAVORI PUBBLICI E DEGLI INVESTIMENTI PER IL TRIENNIO 2013-2015.";120562;2013;22/06/2013;"Dipartimento Programmazione";;;"http://atti.comune.bologna.it/atti/delibere.nsf/0/AFDE88C064AB5A05C1257B6E003B2C47?OpenDocument"
;"Delibera di Consiglio";20/06/2013;"DEFINIZIONE PER L'ESERCIZIO 2013 DELLA MISURA PERCENTUALE DEI COSTI COMPLESSIVI DEI SERVIZI PUBBLICI A DOMANDA INDIVIDUALE DEL COMUNE DI BOLOGNA FINANZIATA DA TARIFFE O CONTRIBUZIONI O DA ENTRATE SPECIFICAMENTE DESTINATE.";121099;2013;22/06/2013;"Finanza e Bilancio";;;"http://atti.comune.bologna.it/atti/delibere.nsf/0/40FFF8D9DE1AC485C1257B710026994F?OpenDocument"
;"Delibera di Consiglio";20/06/2013;"APPROVAZIONE PIANO FINANZIARIO E CORRELATE TARIFFE DEL TRIBUTO SUI RIFIUTI E SUI SERVIZI (T.A.R.E.S., ART.14 D.L.201/11 E SS.MM.)";127454;2013;22/06/2013;"Entrate";;;"http://atti.comune.bologna.it/atti/delibere.nsf/0/AA9660EA6788235FC1257B75003B5FE5?OpenDocument"
;"Delibera di Consiglio";20/06/2013;"APPROVAZIONE DI MODIFICHE AL REGOLAMENTO SULL'IMPOSTA MUNICIPALE UNICA (I.M.U.) P.G.2015/2012.";132631;2013;22/06/2013;"Entrate";;;"http://atti.comune.bologna.it/atti/delibere.nsf/0/37FB1B75A2B6907AC1257B7B004C0324?OpenDocument"
;"OdG";20/06/2013;"ORDINE DEL GIORNO PROPOSTO DAL SINDACO E DALLA GIUNTA PER L'INDIVIDUAZIONE DEGLI AMBITI VERSOI QUALI INDIRIZZARE PRIORITARIAMENTE IL SOSTEGNO ALLE LIBERE FORME ASSOCIATIVE NELL'ANNO 2013.";143736;2013;;"Segreteria Generale";"NESSUN CONSILIERE";;
"33983";"OdG";20/06/2013;"ORDINE DEL GIORNO COLLEGATO AL BILANCIO ODG 341 DEL 2013  BILANCIO DI PREVISIONE DEL COMUNE PER L'ESERCIZIO 2013, RELAZIONE PREVISIONALE E PROGRAMMATICA E BILANCIO PLURIENNALE 2013 - 2015 PG 121320/2013 TESO A INVITARE LA GIUNTA A METTERE IN CAMPO POLITICHE DI SOSTEGNO AGLI ADULTI AFFETTI DA LUDOPATIA INSERENDOLI NEL CIRCUITO DI COLORO CHE POSSONO CHIEDERE ASSISTENZA ALLA RETE WELFARE DEL COMUNE DI BOLOGNA, PRESENTATO DALLA CONSIGLIERA BORGONZONI ED ALTRI IN DATA 17 GIUGNO 2013";156211;2013;;"LEGA NORD";"BORGONZONI LUCIA";"BERNARDINI MANES - 32719","COCCONCELLI MIRKA - 33981","SCARANO PAOLA FRANCESCA - 33982";
